poor_rate,good_rate,good_count,general_count,poor_count,after_count,average_score,sku_id,good_name
0,0.99,100,1,0,0,5,34801858208,华
0,1,0,0,0,0,5,43086557679,魅
0.002,0.99,400,2,1,3,5,29201252653,华
0,1,20,0,0,0,5,41479595031,飞
0.021,0.97,400,4,5,3,5,30734869407,华
0.012,0.96,70,2,1,1,5,34952129816,华
0,1,4,0,0,0,5,41798559283,华
0.006,0.99,290000,1400,1500,2300,5,5912089,华
0,1,3,0,0,0,5,42376933160,飞
0,1,100,0,0,3,5,20523659671,v
0.023,0.97,300,3,5,6,5,12222621069,尼
0,1,3,0,0,0,5,42793309111,现
0.001,0.99,2100,4,4,10,5,33322128278,小
0,1,50,0,0,0,5,41321372672,丽
0,1,10,0,0,1,5,31962100944,酷
0.015,0.98,700,4,6,7,5,36862109562,【
0.013,0.97,1000,10,10,10,5,18593375943,中
0,1,7,0,0,0,5,41441367155,华
0.009,0.99,8700,10,30,30,5,100003892500,【
0.016,0.98,6200,30,40,40,5,100003896682,【
0.009,0.99,5200,9,10,20,5,30759784900,B
0.015,0.98,600,4,6,3,5,19588394562,A
0,1,0,0,0,0,5,41788677997,飞
0,1,0,0,0,0,5,41583101132,【
0.02,0.98,60,0,1,1,5,29637433504,魅
0.014,0.98,2500,10,20,7,5,31588432982,创
0.017,0.94,100,4,2,1,5,11795099570,E
0.01,0.99,100,0,1,2,5,33160867422,A
0.01,0.99,100,0,1,1,5,36180825435,飞
0.015,0.98,1100,6,10,3,5,29676894539,华
0.018,0.97,200,3,4,2,5,14812986568,小
0.016,0.98,200,1,2,4,5,11574728412,三
0.03,0.97,80,0,2,0,5,25718418256,飞
0.016,0.98,600,3,7,2,5,18789670936,A
0.002,0.99,26000,70,50,100,5,19580485044,飞
0,0.97,30,1,0,0,5,32170060199,3
0,1,3,0,0,0,5,23725899043,A
0.016,0.98,27000,100,100,100,5,21676582422,小
0,1,1,0,0,0,5,42838556741,小
0,1,30,0,0,0,5,37685823393,华
0.008,0.99,3000,7,10,50,5,1984300694,A
0.01,0.99,1200,0,3,10,5,39874754208,华
0,1,6,0,0,0,5,33478819214,华
0.007,0.99,5700,10,20,10,5,8797296,天
0.015,0.98,38000,200,200,100,5,4270023,天
0,1,0,0,0,0,5,41786103625,飞
0,1,30,0,0,0,5,29763521546,创
0.008,0.98,200,2,2,3,5,31862964164,中
0.003,0.98,200,2,1,1,5,37045865441,华
0.003,0.99,600,2,2,2,5,23872860930,魅
0,1,50,0,0,0,5,12741503438,金
0.02,0.98,300,0,4,2,5,39295093781,华
0.02,0.98,100,0,2,2,5,25416958218,中
0.021,0.95,100,3,3,2,5,33586670522,酷
0,1,0,0,0,0,5,32412365897,飞
0.009,0.99,1200,2,9,8,5,27142072449,海
0.016,0.96,500,10,10,6,5,11544410565,尼
0.014,0.98,700,5,6,9,5,28745165196,【
0,1,5,0,0,0,5,35659492098,华
0.013,0.98,66000,400,700,1200,5,5455950,【
0.005,0.98,100,2,1,2,5,31102410373,纽
0,1,2,0,0,1,5,43698343304,爱
0.005,0.97,100,3,1,0,5,40553718806,华
0,1,1,0,0,0,4,43356318922,【
0.004,0.98,3700,20,10,100,5,100000476944,海
1,0,0,0,1,0,1,42195872779,P
0,1,3,0,0,0,5,42981249453,三
0,1,0,0,0,0,5,42177366079,华
0.005,0.98,300,2,2,2,5,11612115384,超
0.031,0.95,100,2,3,0,5,32956454305,A
0.003,0.99,14000,60,50,100,5,28299389670,v
0,1,10,0,0,0,5,17916150282,A
0,1,10,0,0,0,5,40445255404,华
0,1,30,0,0,0,5,35145513411,魅
0.07,0.93,10,0,1,1,5,39546236792,华
0,1,5,0,0,0,5,40001158873,飞
0,1,0,0,0,0,5,43303888948,华
0.02,0.97,900,10,10,10,5,10797629756,A
0,1,4,0,0,0,5,31501793278,小
0,1,3,0,0,0,5,41691535073,飞
0,0.97,40,1,0,0,5,34565008055,华
0,1,20,0,0,0,5,27820803307,金
0.017,0.98,600,2,6,1,5,40032023625,小
0.006,0.98,1200,10,9,20,5,28756797440,小
0,1,6,0,0,0,5,41797893005,华
0.002,0.99,300,1,1,1,5,36172922959,华
0,1,10,0,0,0,5,35584774351,黑
0.02,0.98,60,0,1,0,5,30943147478,飞
0.016,0.98,260000,1200,1600,1600,5,100000727128,O
0.01,0.99,100,0,1,0,5,42666559225,小
0.018,0.98,2300,6,20,10,5,30497696414,小
0,1,20,0,0,1,5,41168847817,华
0.026,0.97,200,1,4,3,5,34623322527,华
0.005,0.98,700,7,4,3,5,31897399265,纽
0.016,0.98,1400,6,10,6,5,31560471245,华
0,1,10,0,0,0,5,28323122679,誉
0.013,0.98,200,2,3,0,5,33264753700,华
0,0.98,100,2,0,2,5,28444495706,华
0.03,0.96,400,5,10,5,5,32111775605,努
0.016,0.98,1900,9,10,8,5,100002498858,酷
0.06,0.94,10,0,1,1,5,32286553481,A
0.017,0.98,300,1,3,0,5,27433826655,纽
0,1,1,0,0,0,5,42408076461,【
0.007,0.98,400,4,3,3,5,29047798276,纽
0.015,0.98,8600,40,50,90,5,33580833973,O
0,1,2,0,0,0,5,24736199506,中
0.04,0.96,30,0,1,0,5,32961319690,A
0,1,8,0,0,0,5,37925569805,华
0,1,30,0,0,0,5,33518745332,V
0.015,0.98,270000,1500,1600,2000,5,7694071,荣
0,0.96,20,1,0,0,5,40356594574,飞
0.024,0.97,500,4,8,5,5,27476678776,魅
0.01,0.97,14000,100,100,100,5,5237558,守
0.007,0.99,35000,100,100,100,5,25321808903,飞
0,1,0,0,0,0,5,40570671154,畅
0.016,0.98,200,1,3,3,5,18025243027,纽
0.023,0.97,33000,200,400,300,5,10889864876,A
0,1,5,0,0,0,5,34384661785,努
0,0.88,8,1,0,0,5,40897102769,移
0.002,0.98,400,4,1,10,5,34419346831,O
0.002,0.99,10000,30,20,30,5,12994519424,索
0.007,0.98,300,4,3,1,5,35536382823,魅
0.03,0.97,100,0,3,1,5,34051670132,华
0,1,2,0,0,0,5,40765316492,华
0.015,0.98,90000,500,500,700,5,7437564,小
0.005,0.98,300,3,2,0,5,28476577760,创
0.015,0.98,1700,9,10,20,5,30437874772,华
0,1,1,0,0,0,5,42758817382,P
0.032,0.95,10000,200,200,200,5,100002470752,联
0.017,0.98,18000,50,100,100,5,15501980018,A
0.02,0.98,400,0,5,2,5,32484106728,华
0.001,0.99,74000,100,100,100,5,8717360,飞
0.034,0.95,100,2,3,0,5,34145340972,小
0,1,60,0,0,1,5,37362438019,R
0,0.94,10,1,0,0,5,41625500445,【
0,1,2,0,0,0,5,41786606115,诺
0.007,0.99,300,1,2,2,5,29161678296,小
0.01,0.99,600,0,6,1,5,30794214232,华
0,0.99,100,1,0,1,5,38133077249,华
0.002,0.99,7500,10,10,40,5,17968350353,索
0,0.96,20,1,0,0,5,33380668621,小
0.01,0.97,80,1,1,0,5,30246633000,华
0.017,0.98,300,1,3,0,5,30840981253,B
0.005,0.98,1100,8,6,10,5,20477146811,小
0.016,0.98,10000,40,90,60,5,31544565956,A
0.006,0.98,500,6,4,3,5,34323494857,小
0.04,0.96,20,0,1,0,5,35500483060,4
0,1,0,0,0,0,5,41588841826,荣
0.004,0.98,200,3,1,1,5,30190973622,华
0.023,0.97,600,5,10,8,5,27350959701,魅
0,1,10,0,0,1,5,33008968640,【
0,1,10,0,0,0,5,35233273658,三
0.007,0.99,600,2,4,4,5,32901433312,华
0.007,0.99,12000,40,80,70,5,21673013152,小
0.009,0.99,800,1,3,6,5,29643856807,小
0.05,0.95,100,0,7,0,5,36779149123,纽
0,1,60,0,0,0,5,39878953314,华
0.007,0.99,1400,5,6,3,5,25735708889,飞
0,1,20,0,0,0,5,27668718277,飞
0.016,0.98,600,3,7,6,5,35229645570,小
0,1,80,0,0,0,5,27171009662,飞
0.022,0.97,100000,900,1300,1500,5,4120319,三
0.06,0.94,30,0,2,0,5,34814384650,华
0.007,0.99,1800,6,10,2,5,42850556846,多
0,1,3,0,0,0,5,42770452039,小
0.023,0.97,200,2,4,2,5,23867942290,魅
0.017,0.98,700,3,7,3,5,20114448804,荣
0,1,20,0,0,1,5,34677410085,华
0.12,0.88,8,0,1,0,5,27721622308,三
0,1,1,0,0,0,5,33537801494,赠
0,1,30,0,0,1,5,30799495687,赠
0,1,9,0,0,0,5,41056782535,华
0.015,0.98,9400,50,60,70,5,30204603609,华
0.005,0.98,39000,200,200,400,5,34250730123,v
0.13,0.87,7,0,1,0,5,40869449214,荣
0.015,0.98,14000,80,100,100,5,27395321138,华
0,1,30,0,0,0,5,36652556295,华
0,1,80,0,0,3,5,42429332657,华
0,1,3,0,0,0,5,42607744679,海
0,1,10,0,0,0,5,35437937805,小
0,1,1,0,0,0,5,42754369619,三
0.009,0.99,2100,4,10,5,5,42784721157,多
0.006,0.98,1300,9,9,7,5,25940198937,纽
0.018,0.98,300,1,3,0,5,35590382501,一
0,0.98,70,1,0,0,5,40443807397,诺
0,1,70,0,0,3,5,32568654079,摩
0.005,0.98,800,9,5,4,5,41589411377,小
0.025,0.97,700,4,10,6,5,33363542180,A
0.005,0.98,1200,7,7,10,5,15435793650,A
0.014,0.98,6900,40,70,50,5,29017709840,华
0.34,0.66,2,0,1,0,4,35691882797,3
0.014,0.98,5600,30,30,30,5,27628294579,小
0.01,0.99,200,0,2,1,5,41270412579,【
0.022,0.97,2600,20,30,10,5,26632349508,魅
0.011,0.97,80,1,1,4,5,41083998378,A
0.013,0.98,200,2,3,0,5,28652117940,华
0.015,0.98,700,4,9,8,5,34639326157,华
0,1,1,0,0,0,5,43299934721,华
0.02,0.98,200,0,3,2,5,28675477225,赠
0.02,0.98,80,0,1,1,5,34801383575,华
0.016,0.98,6600,30,40,40,5,43753296466,华
0.015,0.98,4500,20,30,40,5,32357220383,O
0.02,0.98,70,0,1,0,5,40586768385,华
0.008,0.99,11000,20,20,40,5,31254969694,酷
0.019,0.98,1000,2,10,8,5,32522275992,O
0.003,0.98,800,10,3,3,5,28758650711,小
0,0.99,500,2,0,1,5,26717187441,华
0,1,10,0,0,0,5,37550454307,华
0,1,1,0,0,0,5,40387370412,华
0.04,0.96,40,0,2,0,5,41006389716,【
0,1,20,0,0,0,5,35235953869,联
0.018,0.98,2100,5,10,2,5,29508273286,华
0.01,0.99,100,0,1,1,5,43215782837,华
0.004,0.98,16000,100,70,80,5,11491676218,尼
0.1,0.9,9,0,1,1,5,37190747711,华
0,0.97,40,1,0,0,5,34603897438,飞
0.013,0.98,39000,200,300,400,5,100000971366,黑
0.006,0.99,3500,10,20,20,5,26652898176,华
0,1,9,0,0,0,5,31493453936,华
0,0.99,200,2,0,2,5,18713069381,酷
0.006,0.98,400,4,3,10,5,32399556682,欧
0.016,0.98,1300,6,8,10,5,32321207864,魅
0.007,0.99,5300,10,10,10,5,26252072598,誉
0.01,0.97,3200,40,30,20,5,10942315755,诺
0,1,0,0,0,0,5,42621708503,华
0.015,0.98,10000,60,70,80,5,17872482055,华
0,1,0,0,0,0,5,43349302032,华
0,0.97,40,1,0,0,5,37746360267,华
0,1,10,0,0,1,5,30834295720,C
0.017,0.98,500,2,4,7,5,31379947326,诺
0.008,0.99,2300,6,9,10,5,23474220741,小
0,1,20,0,0,2,5,39877061994,酷
0,1,20,0,0,0,5,37921144762,联
0,1,20,0,0,0,5,33157731673,【
0.012,0.97,500,9,7,10,5,41041182013,小
0.006,0.98,600,4,4,5,5,25119558022,中
0.026,0.94,1900,60,50,10,5,10402045052,酷
0.008,0.99,4300,9,10,9,5,28135895775,A
0.016,0.96,100,2,2,5,5,32463657553,努
0.001,0.99,1300,4,2,2,5,35768917410,康
0,1,10,0,0,0,5,40254752323,创
0,1,20,0,0,0,5,41859515416,小
0.01,0.99,100,0,1,3,5,35318926293,小
0,1,0,0,0,0,5,39001784781,A
0.02,0.98,100,0,2,0,5,28976804512,华
0.009,0.99,500,1,2,2,5,27218697633,华
0.008,0.99,700,2,3,5,5,38493377341,O
0.033,0.95,200,4,6,5,5,28227761898,魅
0,1,10,0,0,0,5,43092666561,多
0.021,0.97,6900,60,80,70,5,100001107001,三
0.005,0.98,300,2,2,4,5,16846263140,诺
0.05,0.95,20,0,1,0,5,36639719380,誉
0.01,0.99,100,0,1,0,5,28322943767,誉
0,1,10,0,0,0,5,40915334767,华
0.017,0.98,2500,8,20,10,5,34818600903,华
0,1,40,0,0,1,5,28790882666,【
0.015,0.98,18000,100,100,90,5,4270047,天
0.027,0.96,2300,30,40,20,5,12672214242,长
0,1,70,0,0,0,5,33065323157,中
0,0.5,2,2,0,0,4,42273776425,【
0.016,0.98,3500,10,20,8,5,30751168969,华
0,1,9,0,0,0,5,32916004518,华
0.008,0.98,400,4,4,4,5,32499675556,华
0.09,0.91,10,0,1,1,5,36033851010,华
0,1,10,0,0,0,5,27995375660,小
0.024,0.97,100,1,3,0,5,41407886551,3
0.02,0.98,200,0,3,5,5,26385428479,小
0.015,0.96,100,2,2,2,5,23871700540,魅
0.008,0.99,1400,4,6,6,5,22032124775,小
0.053,0.94,400,4,20,10,5,26021736665,迪
0.02,0.98,70,0,1,0,5,29157510006,飞
0,1,5,0,0,0,5,41048737643,【
0,1,5,0,0,0,5,40980930768,华
0.02,0.98,100,0,3,2,5,13524238887,B
0.007,0.99,25000,90,100,70,5,20278459456,飞
0,1,10,0,0,0,5,36931582675,小
0.014,0.98,2400,10,10,20,5,31735559979,华
0.07,0.93,10,0,1,0,5,30391843378,【
0,1,5,0,0,0,5,40826071142,华
0.03,0.96,100,2,4,4,5,36407540757,华
0.025,0.97,100,1,3,1,5,38455431264,华
0.015,0.98,800,5,8,4,5,34482314715,华
0.012,0.98,1200,10,10,20,5,25904566029,U
0,1,100,0,0,0,5,16590673651,C
0.017,0.98,3000,10,20,7,5,28598363487,华
0.007,0.99,920000,2800,3300,6200,5,5835281,小
0.003,0.99,2400,10,8,50,5,34702574927,O
0.017,0.98,45000,100,400,300,5,11794447957,A
0.006,0.99,60000,200,300,300,5,100003332220,v
0.014,0.98,6300,40,50,100,5,32108831594,O
0.015,0.98,17000,90,100,80,5,15245462403,诺
0.004,0.98,55000,300,200,200,5,4034064,诺
0.04,0.95,90,1,3,0,5,31256794497,美
0,0.98,50,1,0,0,5,16675033022,老
0.025,0.96,200,4,6,2,5,18973776538,三
0,0.99,700,1,0,0,5,32354813758,O
0.01,0.99,100,0,1,8,5,100003885934,天
0.007,0.99,68000,200,200,200,5,100002599414,小
0.017,0.98,2400,9,20,10,5,11941946786,华
0,1,0,0,0,0,5,44045908230,华
0,1,10,0,0,0,5,30394606477,小
0.02,0.98,100,0,2,0,5,20904373348,华
0.018,0.98,700,2,9,9,5,28398202460,华
0,0.94,10,1,0,1,5,34730846730,【
0.013,0.96,100,3,2,0,5,10817888709,创
0.008,0.99,180000,400,600,500,5,6305258,飞
0,1,100,0,0,0,5,34966714844,海
0.016,0.98,11000,50,70,80,5,18669652312,华
0.016,0.98,2400,10,20,10,5,28640992709,华
0.017,0.97,3000,40,50,20,5,10492339277,长
0.004,0.98,100,2,1,0,5,42889210077,小
0,0.96,100,4,0,5,5,33570033072,华
0,1,30,0,0,0,5,26717581392,三
0.022,0.97,200,2,3,2,5,38044487365,三
0.05,0.95,40,0,2,1,5,37206498085,金
0.011,0.97,2300,30,20,10,5,10313732726,守
0.01,0.99,100,0,1,0,5,33187663023,华
0,1,1,0,0,0,5,41391805823,华
0.002,0.99,800,2,2,4,5,38459716369,【
0,1,20,0,0,0,5,37244671419,小
0,1,8,0,0,0,5,19815723189,索
0,1,0,0,0,0,5,35899491297,华
0.008,0.99,300,1,2,10,5,11269249322,铂
0.008,0.99,11000,20,20,40,5,31931188377,纽
0,1,100,0,0,0,5,31719928099,小
0,1,1,0,0,0,5,42657371347,华
0,1,0,0,0,0,5,44082619375,朵
0.005,0.98,100,1,1,3,5,28166455220,小
0.007,0.99,1400,5,6,8,5,43194945291,朵
0,0.99,2500,5,1,4,5,30125682246,飞
0.005,0.98,100,1,1,3,5,32950466752,A
0.003,0.98,700,6,3,3,5,26669786684,华
0,1,0,0,0,0,5,38488041732,华
0.007,0.99,27000,100,100,100,5,27453553289,小
0.022,0.97,7800,60,100,60,5,31991634108,小
0,0.99,500,1,0,1,5,26907990820,h
0.03,0.96,90,1,2,1,5,14186721672,努
0,0.99,100,1,0,4,5,33370117070,华
0.003,0.99,200,1,1,2,5,40352597615,华
0.01,0.99,600,0,3,0,5,34623571187,华
0.009,0.97,4100,70,40,80,5,1466278168,M
0.015,0.98,11000,60,100,70,5,16579983417,A
0.01,0.99,100,0,1,1,5,20347314200,诺
0.008,0.99,3500,9,20,10,5,33150590857,小
0.01,0.99,100,0,1,2,5,35301386186,华
0.015,0.98,2100,10,30,20,5,28985018099,华
0,1,400,0,0,2,5,32399572118,欧
0.017,0.98,500,2,4,3,5,40876215227,华
0,1,2,0,0,0,5,41690927153,飞
0.005,0.98,39000,200,200,400,5,34205026824,v
0.003,0.98,200,4,1,4,5,30040761082,华
0.05,0.95,20,0,1,0,5,33379954443,中
0,1,10,0,0,0,5,40805277456,荣
0,1,1,0,0,0,5,28027149287,飞
0,1,3,0,0,0,5,29890665452,天
0.013,0.98,1000,8,9,8,5,31985209621,华
0.012,0.98,32000,200,200,200,5,10404009356,S
0,1,10,0,0,1,5,43185784628,【
0.006,0.98,700,5,5,4,5,40352502085,华
0.014,0.98,2600,10,10,10,5,30583848405,诺
0,1,100,0,0,0,5,40376221599,【
0,1,5,0,0,0,5,33021414802,华
0,1,3,0,0,0,5,42379686837,华
0.022,0.97,600,6,10,10,5,27587008162,魅
0.01,0.99,300,0,1,2,5,12994752753,索
0.03,0.97,30,0,1,0,5,13968872563,B
0.15,0.85,6,0,1,0,4,39684656441,荣
0.085,0.9,50,1,5,2,5,42763904519,魅
0,1,10,0,0,0,5,29054750352,纽
0.01,0.99,100,0,1,4,5,34674797919,华
0.023,0.97,1700,10,20,90,5,41563312675,小
0,1,5,0,0,0,5,33682528354,飞
0.06,0.94,30,0,2,2,5,32951675037,A
0,1,1,0,0,0,5,42076264497,黑
0,1,80,0,0,0,5,30508119554,诺
0.007,0.99,2400,9,10,20,5,34600955827,华
0.015,0.98,1100,6,10,4,5,13934348246,诺
0.01,0.99,100,0,1,1,5,37379251509,华
0.023,0.97,500,4,8,5,5,38270426285,f
0.008,0.99,300,1,2,3,5,27081607696,华
0,1,1,0,0,0,5,42295264540,欧
0,1,200,0,0,10,5,41521537283,捷
0,1,60,0,0,1,5,34827761823,华
0.003,0.98,200,3,1,5,5,24100174952,中
0.025,0.97,3100,10,50,20,5,16007583576,A
0,1,100,0,0,3,5,32370221443,O
0.006,0.98,400,5,3,3,5,30938291281,小
0,1,30,0,0,0,5,43120248231,小
0.014,0.95,60,2,1,0,5,12142000506,优
0.01,0.99,400,0,4,3,5,32408961766,华
0,1,0,0,0,0,5,39392993882,努
0,1,100,0,0,1,5,27658643733,克
0,0.98,80,1,0,1,5,33542375716,华
0.014,0.98,3400,20,20,30,5,35530562418,O
0.034,0.96,300,2,8,4,5,32991532576,守
0,1,0,0,0,0,5,41408776072,酷
0.016,0.96,50,1,1,2,5,35856568356,华
0.009,0.99,500,1,2,5,5,30191312065,华
0,1,0,0,0,0,5,40085501735,美
0.022,0.97,300,3,8,1,5,39978376847,创
0,0.97,80,2,0,0,5,37307647052,华
0.007,0.99,55000,200,300,200,5,6069878,天
0.004,0.99,200,1,1,2,5,42428375764,小
0,1,5,0,0,0,5,40870429222,华
0.003,0.99,28000,100,100,90,5,23389674317,飞
0.007,0.98,31000,200,200,200,5,100003102026,飞
0.036,0.96,100,1,6,1,5,34593343879,不
0,0.98,80,1,0,0,5,37292248660,华
0.02,0.98,60,0,1,0,5,28785151353,黑
0,1,100,0,0,0,5,33608058400,飞
0,1,1,0,0,0,5,42135083344,索
0,1,1,0,0,0,5,41423557314,华
0,1,3,0,0,0,5,41978595289,飞
0,1,10,0,0,0,5,39760550216,詹
0.03,0.97,30,0,1,0,5,42022541046,3
0.19,0.81,9,0,2,0,4,29081788286,三
0.003,0.98,200,2,1,0,5,38905486278,老
0,0.97,30,1,0,0,5,37710691419,华
0.012,0.96,70,2,1,0,5,34797889675,华
0.015,0.98,8600,40,50,90,5,37936834859,O
0,1,10,0,0,1,5,38267061643,魅
0.015,0.98,10000,50,70,40,5,26399946249,华
0.005,0.98,1110000,6300,5800,8500,5,7081550,荣
0.02,0.98,50,0,1,0,5,28197688304,三
0.008,0.98,3600,30,30,30,5,11532249372,尼
0,1,30,0,0,0,5,32815478018,华
0,0.94,10,1,0,0,5,39552919026,华
0,1,2,0,0,0,5,42825764412,小
0.005,0.98,170000,900,900,1300,5,6113022,魅
0.008,0.99,5600,10,10,30,5,30189991597,小
0,0.98,50,1,0,0,5,36852172476,创
0.014,0.98,3400,20,30,20,5,18167462088,华
0,1,5,0,0,0,5,41285779187,4
0.003,0.99,800,3,3,3,5,26808840583,华
0.009,0.99,1000,2,7,10,5,100000982018,华
0,1,7,0,0,1,5,38158000036,赠
0,0.98,60,1,0,2,5,28363762975,金
0,1,3,0,0,0,5,40398959700,华
0.013,0.98,5000,30,60,30,5,27798522368,诺
0.027,0.94,30,1,1,0,5,16595365411,【
0.01,0.99,100,0,1,1,5,37233371498,美
0.01,0.99,800,0,6,7,5,19088300939,A
0.007,0.99,2600,10,10,20,5,37299150746,华
0.04,0.96,30,0,1,1,5,38810942631,飞
0,1,10,0,0,0,5,31511549147,纽
0.006,0.98,600,5,4,6,5,16235302054,尼
0,1,1,0,0,0,5,44130535249,天
0.027,0.91,30,2,1,0,5,33223927450,华
0,1,10,0,0,0,5,30707681200,飞
0.035,0.96,300,2,9,6,5,30913742554,酷
0,1,200,0,0,3,5,32778057414,华
0.007,0.99,500,2,3,4,5,24292596773,天
0,1,0,0,0,0,5,40247080196,华
0.002,0.99,1100,6,3,50,5,24225852282,飞
0.02,0.98,100,0,2,2,5,41272752371,纽
0,1,70,0,0,0,5,30905533274,B
0,1,60,0,0,0,5,40625236959,O
0.002,0.99,400,1,1,2,5,25107721491,B
0,1,10,0,0,0,5,34152854221,华
0,1,0,0,0,0,5,100004193530,O
0.02,0.98,60,0,1,3,5,37482190002,华
0,1,6,0,0,1,5,38696707873,纽
0.01,0.99,100,0,1,3,5,32319551335,华
0,0.98,300,4,0,5,5,33201918575,华
0.016,0.98,1000,5,8,6,5,34596857485,华
0,1,5,0,0,0,5,41786401175,飞
0.013,0.98,500,4,6,0,5,16201605944,A
0.008,0.99,400,1,3,1,5,28909447344,诺
0.001,0.99,1000,3,2,5,5,11898178629,B
0.01,0.99,600,0,6,10,5,34304240217,华
0.009,0.97,15000,200,100,100,5,3503484,守
0.004,0.98,7400,40,30,30,5,6161914,天
0.008,0.99,900,3,4,1,5,30427734475,诺
0,1,0,0,0,0,5,42108978741,华
0.031,0.96,4400,40,90,50,5,10839930433,A
0,1,0,0,0,0,5,43360210947,H
0,1,4,0,0,1,5,43227073233,中
0.01,0.97,200,5,3,0,5,39225713909,华
0.03,0.97,30,0,1,0,5,40456317090,创
0.005,0.98,1100,10,6,9,5,35505091768,中
0.02,0.98,100,0,2,0,5,27057834653,索
0,1,90,0,0,0,5,34008085684,华
0.015,0.98,300,2,3,0,5,28798887148,美
0,1,90,0,0,1,5,43285611864,丽
0.01,0.99,300,0,3,4,5,18719594251,中
0.013,0.96,600,10,9,8,5,11194155985,守
0.013,0.96,300,6,5,0,5,10613502509,【
0.01,0.99,700,0,6,5,5,32503898295,华
0.001,0.99,600,5,1,2,5,8419532,飞
0,1,0,0,0,0,5,41248790028,天
0,0.92,10,1,0,0,5,37852148701,诺
0,1,0,0,0,0,5,37680175414,小
0.003,0.99,500,2,2,2,5,25435831455,飞
0.022,0.97,1300,10,20,10,5,33637043387,魅
0.083,0.83,10,1,1,1,4,43106520198,Q
0.026,0.96,600,9,10,8,5,26022128891,迪
0,1,10,0,0,0,5,29228866880,小
0.003,0.99,500,3,2,2,5,32479667808,华
0.042,0.94,50,1,2,0,5,29872427059,捷
0,0.93,10,1,0,0,5,36598836550,华
0.007,0.98,200,2,2,2,5,38250205778,华
0,1,30,0,0,0,5,42680282892,华
0,1,1,0,0,0,5,43630402306,飞
0.015,0.93,60,3,1,1,5,27384677750,三
0.021,0.97,2300,20,30,20,5,100001625724,酷
0.021,0.97,600,6,7,3,5,28775943597,小
0,0.97,30,1,0,2,5,40340795206,小
0.007,0.99,5300,10,20,20,5,100001834203,诺
0.03,0.97,30,0,1,0,5,34561731080,华
0,0.98,50,1,0,1,5,34296861141,华
0,1,20,0,0,0,5,34729566224,华
0,1,5,0,0,0,5,41379755583,A
0.008,0.99,3700,10,10,10,5,11917887400,海
0.017,0.98,1200,4,10,5,5,26881506467,华
0.02,0.98,70,0,1,1,5,26389072055,努
0.063,0.92,100,3,9,2,5,26149512441,智
0.004,0.99,2800,10,10,20,5,30345370574,【
0.001,0.99,1000,4,2,5,5,30473248815,诺
0.017,0.98,500,2,4,8,5,28921197413,华
0,1,30,0,0,0,5,33158607846,小
0,1,80,0,0,0,5,34193295845,小
0,1,200,0,0,3,5,19939606347,华
0.014,0.98,1400,10,10,10,5,19677926017,金
0,1,3,0,0,0,5,42153575251,联
0.01,0.99,300,0,2,6,5,33016792807,A
0.038,0.95,70,1,3,1,5,30224596744,酷
0,1,20,0,0,2,5,39872659643,华
0.01,0.99,200,0,1,1,5,32148612896,华
0,1,30,0,0,0,5,40467958806,华
0.02,0.98,100,0,2,0,5,40292837867,华
0,1,50,0,0,3,5,44107247889,詹
0,0.99,200,1,0,1,5,36910800963,O
0.016,0.98,5500,20,30,30,5,29038940952,小
0.015,0.98,1120000,6700,7700,9900,5,8570968,小
0,1,2,0,0,0,5,40909793691,荣
0.004,0.99,400,2,2,2,5,23543762458,纽
0.006,0.98,900,7,6,3,5,26636557804,2
0,1,8,0,0,0,5,40528127038,诺
0,1,90,0,0,0,5,17742528503,华
0,1,4,0,0,0,5,40922633616,荣
0.2,0.8,4,0,1,0,4,41366697384,小
0.012,0.98,1800,10,20,30,5,31260853627,魅
0.01,0.97,1800,20,20,30,5,34233988210,魅
0.19,0.81,9,0,2,0,4,41673211464,华
0.017,0.98,300,1,4,9,5,30433129360,詹
0,1,1,0,0,1,5,42509845257,飞
0.007,0.98,100,1,1,0,5,35096500899,华
0.037,0.94,80,2,3,2,5,10787012062,纽
0.005,0.98,100,1,1,2,5,36325836527,黑
0.092,0.89,40,1,5,1,5,40485120417,优
0,1,10,0,0,0,5,42977416414,金
0,1,200,0,0,3,5,31460778982,8
0,1,7,0,0,0,5,40742375104,【
0,0.97,80,2,0,0,5,42277312883,中
0.008,0.99,400,1,2,1,5,38249399433,华
0.024,0.97,1200,8,20,6,5,31258856186,魅
0,1,0,0,0,0,5,42635251195,【
0.032,0.93,20,1,1,0,5,37574774585,诺
0.005,0.98,120000,700,600,500,5,4577217,飞
0.12,0.88,8,0,1,0,5,35166393954,黑
0.015,0.98,2000,10,20,10,5,28209436599,魅
0,1,0,0,0,0,5,35764748020,R
0.003,0.99,200,1,1,1,5,31344523289,华
0,1,7,0,0,0,5,29042003896,纽
0,1,3,0,0,0,5,39872679263,飞
0,1,10,0,0,0,5,41363518938,中
0.008,0.99,300,1,2,4,5,40621062181,v
0.006,0.98,600,5,4,6,5,40470084749,小
0.015,0.98,8600,40,50,90,5,35506293310,O
0.007,0.99,900,3,5,9,5,27834940568,小
0,0.98,80,1,0,0,5,25096670111,移
0,1,0,0,0,0,5,42173326159,荣
0.027,0.96,300,5,8,1,5,38795872242,诺
0,1,50,0,0,0,5,36505049511,华
0.028,0.95,200,7,8,7,5,42458995404,索
0.004,0.98,200,3,1,1,5,40470259264,【
0.031,0.96,5500,50,100,50,5,16603899404,A
0,1,300,0,0,8,5,41969658119,酷
