,USERID,ORDERDATE,ORDERID,AMOUNTINFO
65043,127227,2018-10-03,4198810477,11.0
65044,125716,2018-10-03,4169236492,10.9
65045,140854,2018-10-03,4179030151,10.9
65046,155571,2018-10-03,4115056110,10.9
65047,74635,2018-10-03,4116293227,10.9
65048,158548,2018-10-03,4116775976,10.9
65049,127545,2018-10-03,3983011593,9.9
65050,149580,2018-10-03,4078088202,9.9
65051,138327,2018-10-03,3986621532,9.9
65052,144049,2018-10-03,4194491238,9.9
65053,129834,2018-10-03,4083529961,9.9
65054,96752,2018-10-03,4080773737,9.9
65055,150956,2018-10-03,4141194054,9.9
65056,129814,2018-10-03,4104784987,9.9
65057,77773,2018-10-03,4110633525,9.9
65058,129008,2018-10-03,3982376136,9.9
65059,140946,2018-10-03,4122993664,9.9
65060,148675,2018-10-03,4106798018,9.9
65061,112082,2018-10-03,4106876927,9.9
65062,142296,2018-10-03,4104148326,9.9
65063,55028,2018-10-03,4106964341,9.9
65064,61143,2018-10-03,4195588772,9.9
65065,113678,2018-10-03,4201046225,9.8
65066,52000,2018-10-03,4191641477,9.0
65067,97924,2018-10-03,4099826251,9.0
65068,98049,2018-10-03,4193842425,9.0
65069,164314,2018-10-03,4199151810,9.0
65070,62937,2018-10-03,4105243375,8.9
65071,161337,2018-10-03,4174831190,8.9
65072,146581,2018-10-03,4074528223,8.9
65074,55703,2018-10-03,3064014128,8.0
65075,68292,2018-10-03,4101499195,7.8
65076,53779,2018-10-03,4101312697,7.8
65077,154931,2018-10-03,4134516591,7.8
65078,105215,2018-10-03,4144539042,6.9
65079,125822,2018-10-03,4103953938,6.9
65080,94530,2018-10-03,4184107411,6.8
65081,52843,2018-10-03,4035298900,6.8
65082,122914,2018-10-03,4099864014,6.8
65083,75693,2018-10-03,4109806209,6.3
65084,120417,2018-10-03,4110867500,6.3
65085,131609,2018-10-03,4196399856,6.3
65086,108911,2018-10-03,4075205949,6.3
65087,163761,2018-10-03,4117507444,6.0
65088,62687,2018-10-03,4077265655,6.0
65089,76319,2018-10-03,4082616786,6.0
65090,157559,2018-10-03,4001989262,6.0
65092,121679,2018-10-03,4106871182,2.9
65093,122600,2018-10-03,4187739040,2.9
65097,52725,2018-10-03,4024604116,0.5
65098,110092,2018-10-04,4195613983,13666.0
65099,100345,2018-10-04,4166432641,7750.0
65100,75077,2018-10-04,4202990598,6488.0
65101,67744,2018-10-04,4201931116,6188.0
65103,89193,2018-10-04,4196258306,4699.0
65104,61445,2018-10-04,4074874369,4699.0
65105,74362,2018-10-04,4201636185,4548.0
65106,133042,2018-10-04,4196194379,4548.0
65107,111682,2018-10-04,4198229464,3999.0
65108,87015,2018-10-04,3513645898,3988.0
65109,81773,2018-10-04,4197317533,3948.0
65111,94322,2018-10-04,4201954269,3599.0
65112,92358,2018-10-04,3855340963,3499.0
65113,148665,2018-10-04,4190926020,3444.0
65114,153784,2018-10-04,4198630164,3399.0
65115,149489,2018-10-04,4193492965,3399.0
65116,107590,2018-10-04,4193886189,3344.0
65117,141648,2018-10-04,4190763255,3299.0
65118,126530,2018-10-04,4197246951,3299.0
65119,128093,2018-10-04,4194317618,3149.0
65120,88594,2018-10-04,4198582442,3099.0
65121,80062,2018-10-04,4195010248,2999.0
65122,67904,2018-10-04,4142002044,2999.0
65123,141320,2018-10-04,4010764347,2698.0
65124,124239,2018-10-04,4201836489,2599.0
65125,98054,2018-10-04,4198462850,2499.0
65126,62001,2018-10-04,4190271869,2499.0
65127,132656,2018-10-04,4192586333,2286.0
65128,74582,2018-10-04,4199159997,2244.0
65129,151564,2018-10-04,4191887373,2244.0
65130,119696,2018-10-04,4194514039,2199.0
65131,102480,2018-10-04,3902736361,1989.0
65132,66267,2018-10-04,4202438151,1899.0
65136,147473,2018-10-04,4195514088,1399.0
65137,131105,2018-10-04,4200987666,1398.0
65138,162594,2018-10-04,4202496051,1299.0
65139,136417,2018-10-04,4191657652,1069.0
65140,61946,2018-10-04,4173755058,1019.0
65141,134613,2018-10-04,4197464903,999.0
65142,107302,2018-10-04,4192504563,999.0
65143,131477,2018-10-04,4196284207,999.0
65144,95628,2018-10-04,4199025305,989.0
65145,140867,2018-10-04,3608882607,958.0
65146,158137,2018-10-04,4190623802,799.0
65147,78226,2018-10-04,4199218406,799.0
65148,112508,2018-10-04,4200009082,749.0
65149,54919,2018-10-04,4198626649,699.0
65150,68134,2018-10-04,4195841214,699.0
65151,161007,2018-10-04,4193360750,539.0
65152,78666,2018-10-04,4193358270,526.0
65154,149061,2018-10-04,4202617696,399.0
65155,159157,2018-10-04,4192594809,399.0
65156,59267,2018-10-04,4198241113,399.0
65157,136471,2018-10-04,4153533107,339.0
65158,61994,2018-10-04,4195748685,328.0
65159,109705,2018-10-04,4198799399,318.0
65160,52890,2018-10-04,4202014844,299.0
65163,82399,2018-10-04,4197778687,279.0
65164,83687,2018-10-04,4180319150,239.0
65165,163224,2018-10-04,3536548474,218.0
65166,126541,2018-10-04,4195246408,199.0
65167,64237,2018-10-04,4191480470,199.0
65169,100233,2018-10-04,4197172672,179.0
65170,120230,2018-10-04,4192330232,167.0
65171,70971,2018-10-04,3581089601,159.0
65172,97037,2018-10-04,4197717462,159.0
65173,78177,2018-10-04,4196709237,148.0
65174,59970,2018-10-04,4151063912,129.0
65175,132303,2018-10-04,4199272677,129.0
65176,127559,2018-10-04,4187371099,119.0
65177,77240,2018-10-04,4203065311,118.0
65179,120414,2018-10-04,4198277393,108.0
65182,89043,2018-10-04,4201924648,99.0
65183,142562,2018-10-04,4202396901,99.0
65184,93974,2018-10-04,4194219256,99.0
65185,72811,2018-10-04,4165256820,98.0
65186,119781,2018-10-04,4202515060,98.0
65187,89039,2018-10-04,4027980818,98.0
65188,61417,2018-10-04,4191975118,89.9
65189,94489,2018-10-04,4193338021,85.0
65190,129368,2018-10-04,4185198321,83.0
65191,149181,2018-10-04,4171423298,79.9
65192,68599,2018-10-04,4189422429,79.0
65193,90718,2018-10-04,4196394246,79.0
65194,109036,2018-10-04,4197975163,79.0
65195,158232,2018-10-04,4196546191,69.0
65196,108343,2018-10-04,4141783645,69.0
65197,62086,2018-10-04,3568678684,69.0
65198,61219,2018-10-04,4191047550,66.0
65199,86283,2018-10-04,4194218104,59.0
65200,155481,2018-10-04,4190901891,59.0
65201,89288,2018-10-04,4193375798,59.0
65204,121668,2018-10-04,4182007514,59.0
65205,94518,2018-10-04,4201368317,59.0
65206,111319,2018-10-04,4194827240,59.0
65207,102525,2018-10-04,4199927469,55.0
65209,147276,2018-10-04,4193441935,51.0
65210,80289,2018-10-04,4202575414,49.0
65212,71014,2018-10-04,4190459332,49.0
65213,92806,2018-10-04,4171463235,49.0
65214,138654,2018-10-04,4195294389,49.0
65215,99619,2018-10-04,4195317848,49.0
65216,54561,2018-10-04,4190914237,49.0
65217,161638,2018-10-04,4195299674,45.0
65220,67721,2018-10-04,4197049168,39.0
65221,135134,2018-10-04,3577123095,39.0
65222,58049,2018-10-04,4201672900,39.0
65224,157100,2018-10-04,4196200459,34.9
65225,62899,2018-10-04,3787005040,34.0
65227,67053,2018-10-04,4190354532,29.9
65228,62837,2018-10-04,4197817659,29.9
65229,136963,2018-10-04,4125158539,29.0
65230,149392,2018-10-04,4192116227,29.0
65231,87818,2018-10-04,4194275456,29.0
65232,164144,2018-10-04,3992264379,29.0
65234,75103,2018-10-04,4194551868,26.9
65236,51802,2018-10-04,4192097425,23.9
65240,103191,2018-10-04,4196013138,20.0
65241,78589,2018-10-04,4190486857,19.9
65242,96092,2018-10-04,4193946179,19.9
65243,93344,2018-10-04,4196262537,19.9
65244,53338,2018-10-04,4198988177,19.9
65245,155375,2018-10-04,4199305460,19.9
65246,114717,2018-10-04,4198979826,19.9
65247,90963,2018-10-04,3525412833,19.9
65248,52438,2018-10-04,4015857627,19.9
65251,139301,2018-10-04,4149084808,18.9
65253,118431,2018-10-04,4189255929,18.8
65254,156284,2018-10-04,4148598742,18.2
65255,97601,2018-10-04,4180563474,18.0
65256,99593,2018-10-04,4099731906,15.9
65257,150046,2018-10-04,4119556391,15.0
65258,88539,2018-10-04,4107092581,13.9
65259,72435,2018-10-04,4109359932,13.2
65260,119566,2018-10-04,4112416473,12.9
65261,75112,2018-10-04,3989657441,12.9
65262,103424,2018-10-04,4112486581,11.9
65263,145085,2018-10-04,4202646429,11.9
65264,121573,2018-10-04,4099550641,11.9
65265,137690,2018-10-04,4110209227,11.9
65266,66637,2018-10-04,4173370573,11.2
65267,64377,2018-10-04,4109885410,10.9
65268,157663,2018-10-04,4110987270,10.9
65269,101601,2018-10-04,4202647471,10.9
65270,58185,2018-10-04,4077585450,10.9
65271,129008,2018-10-04,4107891664,9.9
65272,114100,2018-10-04,4118166365,9.9
65273,144691,2018-10-04,4130607765,9.9
65274,131810,2018-10-04,4190617778,9.9
65275,127512,2018-10-04,4110218908,9.9
65276,143220,2018-10-04,4197557321,9.9
65277,90495,2018-10-04,4015441525,9.9
65278,144099,2018-10-04,4187490215,9.9
65279,151567,2018-10-04,4111783008,9.9
65280,103352,2018-10-04,4078274631,9.9
65281,144354,2018-10-04,4202784180,9.9
65282,73537,2018-10-04,4116350288,9.9
65283,89836,2018-10-04,4193502238,9.9
65284,64443,2018-10-04,4035319394,9.9
65285,143090,2018-10-04,4106242809,9.9
65286,62213,2018-10-04,4101383895,9.9
65287,147445,2018-10-04,4117610323,9.9
65288,66819,2018-10-04,4118439085,9.9
65289,96524,2018-10-04,4106876869,9.9
65290,89358,2018-10-04,4129387137,9.9
65291,61228,2018-10-04,4192889247,9.9
65292,148319,2018-10-04,4117042644,9.8
65293,104542,2018-10-04,4151077515,9.8
65294,97315,2018-10-04,4116902923,9.8
65295,110914,2018-10-04,3995895144,9.0
65296,114276,2018-10-04,4118031620,9.0
65298,64810,2018-10-04,4195841356,8.9
65299,87087,2018-10-04,4083726267,8.9
65300,79105,2018-10-04,4112416485,8.9
65301,57287,2018-10-04,4171451835,8.9
65302,121506,2018-10-04,4199415630,8.6
65303,75035,2018-10-04,4201609822,8.6
65304,89007,2018-10-04,4115139559,7.8
65305,129730,2018-10-04,4109562678,7.8
65306,90685,2018-10-04,3999666328,6.9
65307,74849,2018-10-04,4108263187,6.9
65308,66020,2018-10-04,3989839558,6.8
65309,159701,2018-10-04,4137642870,6.8
65310,66316,2018-10-04,4109568147,6.3
65311,73186,2018-10-04,4110580837,6.3
65312,78375,2018-10-04,3982668333,6.3
65313,114453,2018-10-04,4111617999,6.0
65314,115795,2018-10-04,4021637185,6.0
65315,84055,2018-10-04,4163980992,5.9
65317,162277,2018-10-04,4194315044,3.9
65318,155155,2018-10-04,4194235005,3.9
65319,134885,2018-10-04,4194315111,3.9
65320,131708,2018-10-04,4171647693,2.9
65323,105079,2018-10-04,4104279498,0.5
65324,84237,2018-10-04,4141556609,0.5
65325,125365,2018-10-04,3927301152,0.5
65326,72422,2018-10-05,4197863185,5699.0
65327,117514,2018-10-05,4191531291,5499.0
65328,155755,2018-10-05,3857750858,4599.0
65330,58456,2018-10-05,4197551497,4499.0
65331,86421,2018-10-05,4190437568,4499.0
65332,92830,2018-10-05,4197985636,4399.0
65333,134884,2018-10-05,4195533384,3999.0
65334,100337,2018-10-05,4194700614,3899.0
65335,130642,2018-10-05,4190710105,3869.0
65336,147122,2018-10-05,4197600036,3599.0
65337,73944,2018-10-05,3930242348,3599.0
65338,56982,2018-10-05,4200970533,3598.0
65340,70305,2018-10-05,4193720394,3399.0
65342,118069,2018-10-05,4201232365,3344.0
65343,84679,2018-10-05,4200345714,3299.0
65344,57135,2018-10-05,3852278570,3099.0
65345,79812,2018-10-05,4201506589,3099.0
65346,161813,2018-10-05,4200546254,2999.0
65347,150986,2018-10-05,4202480765,2999.0
65348,63362,2018-10-05,3595884828,2990.0
65349,106768,2018-10-05,4192229908,2899.0
65350,113094,2018-10-05,4194269206,2888.0
65351,93794,2018-10-05,4191243832,2888.0
65352,59685,2018-10-05,3638230613,2799.0
65353,114280,2018-10-05,4194245261,2799.0
65354,127926,2018-10-05,3883646633,2599.0
65355,77057,2018-10-05,4194013935,2586.0
65356,93056,2018-10-05,4193679807,2499.0
65357,78914,2018-10-05,4193441706,2344.0
65358,112376,2018-10-05,4185174467,2299.0
65359,77415,2018-10-05,4193612649,2250.0
65361,84052,2018-10-05,4124167366,1999.0
65362,164256,2018-10-05,4195826812,1899.0
65363,163241,2018-10-05,4203097589,1889.0
65364,78779,2018-10-05,4199217261,1798.0
65365,94542,2018-10-05,4199804114,1699.0
65366,110533,2018-10-05,4185174239,1699.0
65367,114177,2018-10-05,4192955142,1599.0
65369,96019,2018-10-05,4087023398,1480.0
65370,121211,2018-10-05,4192871027,1398.0
65371,99027,2018-10-05,4181750711,1348.0
65372,140340,2018-10-05,4084283781,1348.0
65373,115933,2018-10-05,4182355225,1249.0
65374,144749,2018-10-05,4198748353,1160.0
65375,66710,2018-10-05,4199093608,1139.0
65376,145452,2018-10-05,4193451868,1086.0
65378,102920,2018-10-05,4202415948,939.0
65379,51627,2018-10-05,4195841740,889.0
65380,98653,2018-10-05,4190113644,749.0
65381,141224,2018-10-05,3778178424,699.0
65382,160882,2018-10-05,4191316206,699.0
65383,147206,2018-10-05,4191185483,699.0
65384,87362,2018-10-05,4202290839,531.0
65385,135219,2018-10-05,4172713480,499.0
65386,103468,2018-10-05,3835369738,499.0
65387,112882,2018-10-05,4192501003,398.0
65388,134744,2018-10-05,3838630490,398.0
65389,99681,2018-10-05,4198030292,388.0
65390,151796,2018-10-05,4159429166,338.0
65391,155457,2018-10-05,4008993046,299.0
65392,159969,2018-10-05,4203235819,299.0
65393,92569,2018-10-05,4201180045,299.0
65394,160724,2018-10-05,4197515645,298.0
65395,134726,2018-10-05,4196805299,289.0
65396,116123,2018-10-05,4199777668,289.0
65397,79799,2018-10-05,4199509650,289.0
65398,76031,2018-10-05,4198878603,258.0
65399,159028,2018-10-05,4197376483,228.0
65400,75832,2018-10-05,4194044232,228.0
65401,65723,2018-10-05,4190206915,219.0
65402,159881,2018-10-05,3535526021,199.0
65403,58985,2018-10-05,4197938596,199.0
65404,108330,2018-10-05,3607713408,199.0
65405,142657,2018-10-05,4195176518,199.0
65406,78788,2018-10-05,4191597032,189.0
65407,161432,2018-10-05,3673675222,179.0
65408,131289,2018-10-05,4116964261,178.0
65409,118334,2018-10-05,4195779228,159.0
65410,153083,2018-10-05,4190899178,159.0
65411,95832,2018-10-05,4192288429,159.0
65412,150407,2018-10-05,4192419175,149.0
65413,105693,2018-10-05,4191920256,149.0
65414,62696,2018-10-05,4199787708,149.0
65415,158651,2018-10-05,4177537159,139.0
65416,97285,2018-10-05,4201124824,130.0
65417,72200,2018-10-05,4201281524,129.0
65418,92113,2018-10-05,4201003787,119.0
65419,124867,2018-10-05,4192655751,119.0
65420,97715,2018-10-05,4197805797,119.0
65421,140572,2018-10-05,4158598474,118.0
65424,113393,2018-10-05,4192194900,109.0
65426,65396,2018-10-05,4195352923,99.0
65428,72782,2018-10-05,4200790336,99.0
65429,119525,2018-10-05,4200003467,99.0
65430,52466,2018-10-05,4202215912,99.0
65431,83702,2018-10-05,4194691721,98.0
65432,79683,2018-10-05,3525881022,98.0
65433,162902,2018-10-05,4202291610,89.0
65434,125942,2018-10-05,4134626291,88.0
65435,106317,2018-10-05,4195905836,83.0
65437,133759,2018-10-05,4182355285,75.0
65438,70367,2018-10-05,4197937966,75.0
65439,132667,2018-10-05,4200696114,69.0
65440,70886,2018-10-05,4081306311,69.0
65441,150819,2018-10-05,4081850404,69.0
65442,79550,2018-10-05,4196705159,69.0
65443,85348,2018-10-05,4191506390,69.0
65444,136541,2018-10-05,4194603386,69.0
65446,112230,2018-10-05,4193793503,65.0
65447,103917,2018-10-05,4192006566,59.0
65448,121618,2018-10-05,4192949689,59.0
65449,164106,2018-10-05,3999040934,59.0
65451,83071,2018-10-05,4194732974,51.0
65452,154511,2018-10-05,4202691115,49.0
65453,77302,2018-10-05,4195272983,49.0
65454,162699,2018-10-05,4190987813,49.0
65455,140421,2018-10-05,4195807341,48.0
65456,54944,2018-10-05,3983213426,46.0
65457,161012,2018-10-05,4200860286,45.9
65459,119495,2018-10-05,4197232589,44.9
65462,85289,2018-10-05,4202078860,39.0
65463,145055,2018-10-05,4145502205,39.0
65466,117003,2018-10-05,4194840367,33.9
65467,74109,2018-10-05,4130461756,32.8
65468,61824,2018-10-05,4194296673,29.0
65469,96941,2018-10-05,4178114351,29.0
65470,153464,2018-10-05,4194346866,29.0
65471,91781,2018-10-05,4194018443,29.0
65472,127696,2018-10-05,4192111739,29.0
65473,141816,2018-10-05,4195686299,29.0
65474,102858,2018-10-05,4198314793,29.0
65476,52993,2018-10-05,4167867385,26.0
65478,81281,2018-10-05,4021735974,23.9
65479,161066,2018-10-05,4194778286,22.9
65481,140193,2018-10-05,4156952834,21.9
65483,133482,2018-10-05,4196774538,19.9
65484,90157,2018-10-05,4202634256,19.9
65485,63346,2018-10-05,4202334755,19.9
65486,77311,2018-10-05,4202863736,19.9
65487,144378,2018-10-05,4199163918,19.9
65489,152742,2018-10-05,4196201421,19.0
65490,156806,2018-10-05,4190984068,19.0
65491,107384,2018-10-05,4107369657,18.9
65492,62268,2018-10-05,4190714845,18.9
65494,140051,2018-10-05,4097614803,18.8
65496,72212,2018-10-05,4202145018,17.9
65497,71018,2018-10-05,4200669887,17.9
65498,157135,2018-10-05,4200677721,17.9
65500,103898,2018-10-05,3982689541,17.0
65501,111617,2018-10-05,4110539120,16.9
65502,100496,2018-10-05,4079693583,15.9
65503,53705,2018-10-05,4112416302,15.5
65505,62523,2018-10-05,4112043666,14.0
65507,75593,2018-10-05,4126363133,12.5
65508,106407,2018-10-05,4107505576,12.0
65509,110246,2018-10-05,4117535577,11.9
65510,76400,2018-10-05,4002693978,11.9
65511,58194,2018-10-05,4100779654,11.9
65512,87592,2018-10-05,4117033769,11.9
65513,90442,2018-10-05,4111147989,11.9
65514,100234,2018-10-05,4098026625,11.0
65515,52899,2018-10-05,4071936044,11.0
65516,67043,2018-10-05,4098097039,11.0
65517,78743,2018-10-05,4097463236,10.9
65518,74270,2018-10-05,4101642289,10.9
65519,60270,2018-10-05,4175463360,10.9
65520,150700,2018-10-05,4010561773,10.9
65521,101013,2018-10-05,4168278881,10.0
65522,131128,2018-10-05,4189864735,9.9
65523,157279,2018-10-05,4106959833,9.9
65524,84045,2018-10-05,4117471948,9.9
65525,131218,2018-10-05,4110634461,9.9
65527,64178,2018-10-05,4139902240,9.9
65528,144833,2018-10-05,4101549438,9.9
65529,129983,2018-10-05,4078090478,9.9
65530,106596,2018-10-05,4124423330,9.9
65531,151243,2018-10-05,4107406121,9.9
65532,99917,2018-10-05,4106499017,9.9
65533,136158,2018-10-05,4149330232,9.9
65534,140374,2018-10-05,4184315452,9.9
65535,95384,2018-10-05,4002019049,9.9
65536,124574,2018-10-05,4146642201,9.9
65537,84726,2018-10-05,4162959361,9.9
65538,76394,2018-10-05,4018149078,9.9
65539,93119,2018-10-05,4151201939,9.9
65540,58746,2018-10-05,4106235232,9.8
65541,62473,2018-10-05,4104666974,9.8
65542,57528,2018-10-05,4106958591,9.8
65543,94767,2018-10-05,4111176596,9.0
65544,132831,2018-10-05,4198352575,9.0
65545,112119,2018-10-05,4108186083,8.9
65546,67773,2018-10-05,4139071735,8.9
65547,124187,2018-10-05,4118111499,8.9
65548,56797,2018-10-05,4179251838,8.9
65549,66386,2018-10-05,4110169921,8.8
65550,75208,2018-10-05,4109082494,8.6
65551,107361,2018-10-05,4028544470,8.6
65552,158574,2018-10-05,4017613313,7.8
65553,74994,2018-10-05,4108824451,6.9
65554,52414,2018-10-05,4109658651,6.9
65555,141957,2018-10-05,4106498927,6.9
65556,156239,2018-10-05,3966613664,6.8
65557,125282,2018-10-05,4126362548,6.8
65558,79743,2018-10-05,4181255720,6.8
65559,141291,2018-10-05,4054133075,6.8
65560,75582,2018-10-05,4109378348,6.8
65561,111925,2018-10-05,4144732707,6.3
65562,97928,2018-10-05,4033928327,6.3
65563,124286,2018-10-05,3993874368,6.3
65564,134265,2018-10-05,4100116644,6.3
65565,145769,2018-10-05,4119714820,6.3
65566,80229,2018-10-05,4083065147,3.9
65567,60819,2018-10-05,4124106063,2.9
65571,136571,2018-10-06,4200675842,7800.0
65573,119318,2018-10-06,3506840147,5689.0
65574,72364,2018-10-06,4199807923,5499.0
65575,149332,2018-10-06,3289062026,5499.0
65576,157997,2018-10-06,3011398343,5299.0
65577,120210,2018-10-06,3585640440,4899.0
65578,134079,2018-10-06,4159644634,4568.0
65581,149668,2018-10-06,4196196658,4379.0
65582,140933,2018-10-06,4195861123,3999.0
65583,64402,2018-10-06,4180161185,3999.0
65584,165086,2018-10-06,4195905362,3999.0
65585,146114,2018-10-06,3909214987,3999.0
65586,84959,2018-10-06,4197657355,3999.0
65587,101801,2018-10-06,4197946965,3948.0
65588,56881,2018-10-06,4197645022,3899.0
65589,127761,2018-10-06,4194895793,3799.0
65590,84713,2018-10-06,4202720100,3599.0
65592,140725,2018-10-06,4199480690,3598.0
65594,102492,2018-10-06,4201604037,3139.0
65595,99553,2018-10-06,4195363773,2999.0
65596,71530,2018-10-06,4197713587,2999.0
65597,101324,2018-10-06,4194508254,2988.0
65598,141467,2018-10-06,4197580908,2799.0
65599,122401,2018-10-06,4190518332,2586.0
65600,62324,2018-10-06,4193509076,2499.0
65601,93154,2018-10-06,4198343967,2199.0
65602,118977,2018-10-06,4192281753,2099.0
65604,89933,2018-10-06,4174425987,1899.0
65605,52982,2018-10-06,4202706249,1889.0
65607,144092,2018-10-06,4191597616,1799.0
65608,109376,2018-10-06,4194948070,1759.0
65609,97411,2018-10-06,4197883414,1699.0
65610,87284,2018-10-06,4202166963,1549.0
65611,53546,2018-10-06,4199636317,1480.0
65612,52531,2018-10-06,4193746588,1449.0
65614,155634,2018-10-06,4190312962,1378.0
65615,122060,2018-10-06,4199651064,1348.0
65616,148439,2018-10-06,4193351091,1288.0
65617,107643,2018-10-06,4195392353,1268.0
65618,137745,2018-10-06,3647806115,1225.0
65619,111485,2018-10-06,4191455621,1199.0
65620,149540,2018-10-06,4202640712,1188.0
65622,56601,2018-10-06,3951825481,1028.0
65623,106756,2018-10-06,4196552329,999.0
65624,145566,2018-10-06,4191212300,999.0
65625,101362,2018-10-06,4203076626,888.0
65626,83528,2018-10-06,4182355231,849.0
65627,92048,2018-10-06,4185103866,799.0
65628,142178,2018-10-06,4196022678,791.0
65629,151692,2018-10-06,4122860723,699.0
65630,142590,2018-10-06,4197761629,638.0
65631,128885,2018-10-06,4140987403,599.0
65634,90084,2018-10-06,4192614610,460.0
65636,155785,2018-10-06,4190688336,428.0
65637,73021,2018-10-06,4194188733,399.0
65638,65647,2018-10-06,4157060366,359.0
65640,143801,2018-10-06,4198037688,318.0
65641,63275,2018-10-06,3419901909,299.0
65642,120447,2018-10-06,4194842162,299.0
65643,154920,2018-10-06,4201750657,299.0
65644,106827,2018-10-06,4180037660,299.0
65646,137751,2018-10-06,3404703366,279.0
65647,146768,2018-10-06,4195863977,269.0
65648,55460,2018-10-06,4196365168,259.0
65649,69829,2018-10-06,4200821559,248.0
65650,121681,2018-10-06,4171662080,245.0
65651,144349,2018-10-06,4201765479,236.0
65652,103800,2018-10-06,4191939421,219.0
65653,122653,2018-10-06,4195526632,209.0
65654,127517,2018-10-06,4190916524,199.0
65655,149827,2018-10-06,4195511416,199.0
65657,153755,2018-10-06,4184062334,179.0
65658,55557,2018-10-06,4199957603,169.0
65660,94014,2018-10-06,4199879354,148.0
65661,83733,2018-10-06,4198506669,119.0
65662,97867,2018-10-06,4199659897,118.0
65663,120252,2018-10-06,4120221463,109.0
65664,115296,2018-10-06,4195124075,109.0
65665,103899,2018-10-06,3907861952,99.0
65666,116737,2018-10-06,4159826046,99.0
65668,133136,2018-10-06,4202007213,99.0
65669,131323,2018-10-06,4196370894,99.0
65671,159129,2018-10-06,4171728328,89.0
65672,69318,2018-10-06,4194698372,89.0
65673,57539,2018-10-06,3781277934,88.0
65675,111947,2018-10-06,4201992159,79.9
65676,136240,2018-10-06,4199596743,79.0
65678,71810,2018-10-06,4203042425,78.0
65679,163770,2018-10-06,4050498907,75.0
65680,73773,2018-10-06,4199380790,75.0
65682,139068,2018-10-06,4193528088,65.9
65684,157572,2018-10-06,4192479371,59.0
65685,106742,2018-10-06,4190985307,59.0
65686,138932,2018-10-06,4197965009,59.0
65689,107467,2018-10-06,4157426432,59.0
65693,99738,2018-10-06,4197367588,49.0
65694,160647,2018-10-06,4197710837,49.0
65695,137290,2018-10-06,3843014315,49.0
65696,139927,2018-10-06,4191081438,49.0
65698,85701,2018-10-06,4190853955,49.0
65699,128355,2018-10-06,4175629495,48.0
65700,161178,2018-10-06,3760533466,48.0
65704,137052,2018-10-06,4197691436,44.9
65705,63304,2018-10-06,4152626717,44.0
65706,115979,2018-10-06,4197303465,39.9
65708,123306,2018-10-06,4196017942,39.0
65709,91370,2018-10-06,4195840377,36.0
65710,160060,2018-10-06,4198502435,35.8
65714,145172,2018-10-06,4186813447,33.9
65715,163975,2018-10-06,3965200584,33.0
65716,106683,2018-10-06,3911376384,29.9
65717,119094,2018-10-06,4187805000,29.8
65718,97155,2018-10-06,4192029263,29.0
65719,124706,2018-10-06,4191148816,29.0
65720,59665,2018-10-06,4161076684,29.0
65721,143683,2018-10-06,4194968552,27.9
65722,68164,2018-10-06,3782828475,25.2
65723,163181,2018-10-06,4185198251,25.0
65727,94910,2018-10-06,4190402405,19.9
65728,112076,2018-10-06,4194393881,19.9
65729,136765,2018-10-06,4194582184,19.9
65730,67789,2018-10-06,3630817290,19.9
65731,102056,2018-10-06,4196481278,19.9
65732,86358,2018-10-06,4173746231,19.0
65733,92957,2018-10-06,4201394261,19.0
65734,139097,2018-10-06,4077842250,18.9
65735,131035,2018-10-06,4190714765,18.9
65740,69524,2018-10-06,4107282911,16.6
65741,83886,2018-10-06,4101521830,16.0
65742,149018,2018-10-06,3980983087,15.9
65743,64668,2018-10-06,4126706826,15.9
65744,56911,2018-10-06,4108185668,14.0
65745,61063,2018-10-06,4097611014,13.9
65746,127208,2018-10-06,4112007783,13.9
65747,70056,2018-10-06,4191838766,13.9
65748,105755,2018-10-06,4072766259,13.8
65749,68373,2018-10-06,4184992131,13.5
65750,130524,2018-10-06,3981193153,13.0
65752,118232,2018-10-06,4119011859,12.5
65754,158614,2018-10-06,4101312984,11.9
65755,90993,2018-10-06,4174113473,11.9
65756,117080,2018-10-06,4185566688,11.9
65757,91229,2018-10-06,4116101337,11.9
65758,67939,2018-10-06,3989852297,11.9
65759,81397,2018-10-06,4096988208,11.0
65760,72020,2018-10-06,4141478962,10.9
65761,123667,2018-10-06,4126363184,10.9
65762,98955,2018-10-06,4187678991,10.9
65763,59737,2018-10-06,4110786206,10.9
65764,127976,2018-10-06,4150595897,9.9
65765,67937,2018-10-06,4099266816,9.9
65766,55510,2018-10-06,4110789744,9.9
65767,84034,2018-10-06,4131785266,9.9
65768,102940,2018-10-06,4078843940,9.9
65769,146715,2018-10-06,4195774864,9.9
65770,107706,2018-10-06,4104900755,9.9
65771,62112,2018-10-06,4138483684,9.9
65772,98307,2018-10-06,4087802864,9.9
65773,143613,2018-10-06,4184585141,9.9
65774,139243,2018-10-06,4108999614,9.9
65775,118979,2018-10-06,4171418651,9.9
65776,109631,2018-10-06,4107278852,9.9
65777,103582,2018-10-06,4105970518,9.9
65778,78647,2018-10-06,4107367424,9.9
65779,115695,2018-10-06,3981119349,9.9
65780,119252,2018-10-06,4111794376,9.9
65781,88322,2018-10-06,4097712764,9.9
65782,123348,2018-10-06,4178899323,9.8
65783,133453,2018-10-06,4179450962,9.8
65784,133918,2018-10-06,3981511632,9.8
