USERID,最近一次消费间隔,年消费次数,年消费金额,R,F,M,RFM,Label
85906,760,1,11.9,1,1,1,111,流失客户
69080,505,2,20.8,5,2,2,522,重要价值客户
68981,760,1,11.9,1,1,1,111,流失客户
64248,760,1,11.9,1,1,1,111,流失客户
133235,760,1,11.9,1,1,1,111,流失客户
142764,605,2,30.9,3,2,2,322,潜力客户
92659,551,2,1010.9,4,2,4,424,重要深耕客户
83327,662,2,449.9,2,2,4,224,新客户
147810,475,2,3958.9,5,2,5,525,重要价值客户
97865,760,1,10.9,1,1,1,111,流失客户
135285,561,2,1109.9,4,2,4,424,重要深耕客户
145383,484,4,297.9,5,4,3,543,重要价值客户
129192,760,1,10.9,1,1,1,111,流失客户
106011,760,1,10.0,1,1,1,111,流失客户
162295,629,2,32.8,3,2,2,322,潜力客户
131038,688,2,508.9,2,2,4,224,新客户
69939,760,1,9.9,1,1,1,111,流失客户
113743,654,2,4008.9,2,2,5,225,新客户
134638,760,1,9.9,1,1,1,111,流失客户
59567,760,1,9.9,1,1,1,111,流失客户
96853,760,1,9.9,1,1,1,111,流失客户
144148,750,2,108.9,1,2,3,123,流失客户
160729,679,2,21.8,2,2,2,222,一般维持客户
77836,760,1,9.9,1,1,1,111,流失客户
72090,583,2,278.9,3,2,3,323,潜力客户
110539,544,2,42.699999999999996,4,2,2,422,重要深耕客户
82448,760,1,9.9,1,1,1,111,流失客户
70738,760,1,9.9,1,1,1,111,流失客户
160694,510,2,1908.8,5,2,4,524,重要价值客户
113287,760,1,9.0,1,1,1,111,流失客户
140030,760,1,9.0,1,1,1,111,流失客户
140251,760,1,8.9,1,1,1,111,流失客户
58677,760,1,8.6,1,1,1,111,流失客户
143130,700,2,103.0,2,2,3,223,新客户
95399,582,3,109.70000000000002,3,3,3,333,潜力客户
119860,760,1,6.8,1,1,1,111,流失客户
86618,700,3,313.8,2,3,4,234,新客户
110095,760,1,6.8,1,1,1,111,流失客户
146813,760,1,6.8,1,1,1,111,流失客户
67772,760,1,6.3,1,1,1,111,流失客户
145965,599,2,84.3,3,2,3,323,潜力客户
81586,760,1,6.3,1,1,1,111,流失客户
158441,760,1,6.3,1,1,1,111,流失客户
128843,760,1,6.3,1,1,1,111,流失客户
93993,760,1,6.0,1,1,1,111,流失客户
163924,760,1,6.0,1,1,1,111,流失客户
113723,760,1,6.0,1,1,1,111,流失客户
137749,545,2,14.4,4,2,1,421,重要深耕客户
120099,462,2,53.0,5,2,2,522,重要价值客户
84752,460,3,1501.8,5,3,4,534,重要价值客户
123274,760,1,2.9,1,1,1,111,流失客户
102389,593,2,109.5,3,2,3,323,潜力客户
107561,760,1,0.5,1,1,1,111,流失客户
119825,760,1,0.5,1,1,1,111,流失客户
132579,759,1,13666.0,1,1,5,115,流失客户
101800,759,1,4729.0,1,1,5,115,流失客户
65083,759,1,4499.0,1,1,5,115,流失客户
72248,759,1,4499.0,1,1,5,115,流失客户
155179,759,1,4280.0,1,1,5,115,流失客户
95125,759,1,3999.0,1,1,5,115,流失客户
70072,662,2,4169.0,2,2,5,225,新客户
126629,714,2,3928.0,2,2,5,225,新客户
142328,654,3,8397.0,2,3,5,235,新客户
112919,508,5,7002.799999999999,5,4,5,545,重要价值客户
109318,554,2,3648.0,4,2,5,425,重要深耕客户
99116,759,1,3599.0,1,1,5,115,流失客户
118222,477,3,8786.0,5,3,5,535,重要价值客户
146206,470,2,3657.0,5,2,5,525,重要价值客户
109773,538,3,3329.8,4,3,5,435,重要深耕客户
69399,759,1,3099.0,1,1,5,115,流失客户
76852,671,2,3174.0,2,2,5,225,新客户
155158,759,1,2899.0,1,1,5,115,流失客户
111570,759,1,2888.0,1,1,5,115,流失客户
159737,759,1,2799.0,1,1,5,115,流失客户
107266,711,2,2768.0,2,2,5,225,新客户
72839,759,1,2666.0,1,1,5,115,流失客户
54571,759,1,2599.0,1,1,5,115,流失客户
120356,644,4,6618.700000000001,3,4,5,345,重要挽留客户
130343,489,2,4964.0,5,2,5,525,重要价值客户
92280,759,1,2278.0,1,1,4,114,流失客户
74580,759,1,2199.0,1,1,4,114,流失客户
160831,649,2,1908.0,3,2,4,324,潜力客户
112411,653,2,4010.0,3,2,5,325,潜力客户
142897,469,3,1722.0,5,3,4,534,重要价值客户
122940,616,2,2098.0,3,2,4,324,潜力客户
91264,554,2,1978.0,4,2,4,424,重要深耕客户
123219,545,3,1717.0,4,3,4,434,重要深耕客户
55045,497,3,1483.9,5,3,4,534,重要价值客户
165035,735,2,1340.9,1,2,4,124,流失客户
156393,571,2,1696.0,4,2,4,424,重要深耕客户
82336,759,1,1198.0,1,1,4,114,流失客户
129631,759,1,1028.0,1,1,4,114,流失客户
64390,749,2,1013.0,1,2,4,124,流失客户
62609,759,1,999.0,1,1,4,114,流失客户
119893,759,1,999.0,1,1,4,114,流失客户
132581,749,2,1005.0,1,2,4,124,流失客户
58028,759,1,988.0,1,1,4,114,流失客户
78422,671,2,1014.0,2,2,4,224,新客户
102471,703,2,1198.0,2,2,4,224,新客户
120402,737,2,915.9,1,2,4,124,流失客户
59225,459,3,3345.9,5,3,5,535,重要价值客户
149802,759,1,799.0,1,1,4,114,流失客户
130904,759,1,690.0,1,1,4,114,流失客户
61539,734,2,662.8,1,2,4,124,流失客户
82922,759,1,599.0,1,1,4,114,流失客户
104795,759,1,569.0,1,1,4,114,流失客户
164856,500,2,798.0,5,2,4,524,重要价值客户
72361,759,1,438.0,1,1,4,114,流失客户
117349,693,2,409.9,2,2,4,224,新客户
94478,566,3,1516.0,4,3,4,434,重要深耕客户
51507,461,2,408.9,5,2,4,524,重要价值客户
64578,759,1,398.0,1,1,4,114,流失客户
61839,759,1,390.0,1,1,4,114,流失客户
103972,759,1,359.0,1,1,4,114,流失客户
123133,759,1,339.0,1,1,4,114,流失客户
106378,759,1,339.0,1,1,4,114,流失客户
58640,759,1,339.0,1,1,4,114,流失客户
85405,602,2,377.0,3,2,4,324,潜力客户
99240,557,2,498.0,4,2,4,424,重要深耕客户
122968,522,2,317.9,4,2,4,424,重要深耕客户
100634,759,1,299.0,1,1,3,113,流失客户
143851,624,4,4856.9,3,4,5,345,重要挽留客户
109401,759,2,597.0,1,2,4,124,流失客户
152811,759,1,275.0,1,1,3,113,流失客户
139045,610,2,275.9,3,2,3,323,潜力客户
131808,660,3,297.5,2,3,3,233,新客户
52726,539,2,244.9,4,2,3,423,重要深耕客户
53314,707,2,238.9,2,2,3,223,新客户
162715,759,1,199.0,1,1,3,113,流失客户
78546,572,2,1878.0,4,2,4,424,重要深耕客户
145868,526,3,1045.0,4,3,4,434,重要深耕客户
89361,759,1,139.0,1,1,3,113,流失客户
73713,507,4,3188.0,5,4,5,545,重要价值客户
157479,759,1,129.0,1,1,3,113,流失客户
57592,727,2,277.0,2,2,3,223,新客户
76452,759,1,109.0,1,1,3,113,流失客户
122355,759,1,109.0,1,1,3,113,流失客户
142141,476,3,213.0,5,3,3,533,重要价值客户
102250,617,2,158.0,3,2,3,323,潜力客户
100679,490,3,217.0,5,3,3,533,重要价值客户
66097,759,1,98.0,1,1,3,113,流失客户
112463,759,1,98.0,1,1,3,113,流失客户
94918,759,1,89.9,1,1,3,113,流失客户
81090,759,1,89.0,1,1,3,113,流失客户
124011,759,1,89.0,1,1,3,113,流失客户
71125,759,1,85.0,1,1,3,113,流失客户
91711,759,1,79.0,1,1,3,113,流失客户
53988,759,1,78.0,1,1,3,113,流失客户
114860,759,1,78.0,1,1,3,113,流失客户
112261,457,2,2274.0,5,2,4,524,重要价值客户
160181,759,1,69.0,1,1,3,113,流失客户
149260,759,1,69.0,1,1,3,113,流失客户
61474,738,2,4568.0,1,2,5,125,流失客户
108781,759,1,69.0,1,1,3,113,流失客户
92412,750,2,70.9,1,2,3,123,流失客户
91860,759,1,59.0,1,1,2,112,流失客户
153210,759,1,59.0,1,1,2,112,流失客户
58565,726,2,88.0,2,2,3,223,新客户
127332,759,1,59.0,1,1,2,112,流失客户
114017,625,2,82.0,3,2,3,323,潜力客户
105666,628,2,2558.0,3,2,5,325,潜力客户
131504,759,1,59.0,1,1,2,112,流失客户
98577,759,1,59.0,1,1,2,112,流失客户
62964,519,2,78.9,4,2,3,423,重要深耕客户
51349,759,1,59.0,1,1,2,112,流失客户
129625,759,1,58.0,1,1,2,112,流失客户
138549,759,1,55.0,1,1,2,112,流失客户
77730,759,1,53.0,1,1,2,112,流失客户
75950,759,1,49.0,1,1,2,112,流失客户
138019,732,2,58.0,2,2,2,222,一般维持客户
154573,696,2,74.0,2,2,3,223,新客户
114974,759,1,49.0,1,1,2,112,流失客户
80369,589,2,254.0,3,2,3,323,潜力客户
100796,759,1,42.9,1,1,2,112,流失客户
108012,759,1,39.9,1,1,2,112,流失客户
128756,737,2,98.0,1,2,3,123,流失客户
122594,759,1,39.0,1,1,2,112,流失客户
75697,575,2,2283.0,4,2,4,424,重要深耕客户
161527,759,1,39.0,1,1,2,112,流失客户
92781,759,1,39.0,1,1,2,112,流失客户
117257,759,1,39.0,1,1,2,112,流失客户
160292,759,1,39.0,1,1,2,112,流失客户
136447,759,1,33.9,1,1,2,112,流失客户
80843,759,1,33.0,1,1,2,112,流失客户
57759,759,1,30.0,1,1,2,112,流失客户
55103,677,2,178.9,2,2,3,223,新客户
95236,609,2,62.5,3,2,3,323,潜力客户
110268,539,3,47.699999999999996,4,3,2,432,重要深耕客户
87666,564,2,36.8,4,2,2,422,重要深耕客户
80000,618,2,35.9,3,2,2,322,潜力客户
52041,567,2,185.0,4,2,3,423,重要深耕客户
51948,759,1,25.9,1,1,2,112,流失客户
121344,759,1,25.9,1,1,2,112,流失客户
70397,759,1,23.0,1,1,2,112,流失客户
91321,759,1,22.9,1,1,2,112,流失客户
123315,700,2,34.8,2,2,2,222,一般维持客户
132469,759,1,21.5,1,1,2,112,流失客户
73002,503,2,1918.9,5,2,4,524,重要价值客户
121371,592,2,147.9,3,2,3,323,潜力客户
55830,701,2,28.9,2,2,2,222,一般维持客户
105228,759,1,19.9,1,1,2,112,流失客户
83551,478,3,128.8,5,3,3,533,重要价值客户
78971,759,1,19.0,1,1,2,112,流失客户
76560,759,1,15.9,1,1,2,112,流失客户
94734,671,3,175.9,2,3,3,233,新客户
83433,694,2,4513.0,2,2,5,225,新客户
94101,715,2,2482.0,2,2,5,225,新客户
154463,487,2,61.9,5,2,2,522,重要价值客户
104516,759,1,12.9,1,1,1,111,流失客户
135437,634,2,311.9,3,2,4,324,潜力客户
113996,759,1,11.9,1,1,1,111,流失客户
114701,673,2,86.7,2,2,3,223,新客户
128087,759,1,11.9,1,1,1,111,流失客户
134572,759,1,11.9,1,1,1,111,流失客户
72985,474,2,33.8,5,2,2,522,重要价值客户
57558,642,3,164.8,3,3,3,333,潜力客户
162995,759,1,11.9,1,1,1,111,流失客户
121801,759,1,11.0,1,1,1,111,流失客户
102086,759,1,10.9,1,1,1,111,流失客户
139877,581,2,59.9,4,2,2,422,重要深耕客户
114135,650,2,17.2,3,2,2,322,潜力客户
82177,696,2,3209.9,2,2,5,225,新客户
147391,759,1,10.9,1,1,1,111,流失客户
111135,666,2,179.9,2,2,3,223,新客户
108438,621,2,23.8,3,2,2,322,潜力客户
119858,465,3,2407.9,5,3,5,535,重要价值客户
126165,520,2,54.8,4,2,2,422,重要深耕客户
105287,759,1,9.9,1,1,1,111,流失客户
84053,527,3,87.8,4,3,3,433,重要深耕客户
100750,751,2,41.8,1,2,2,122,流失客户
141120,759,1,9.9,1,1,1,111,流失客户
88486,759,1,9.9,1,1,1,111,流失客户
56015,759,1,9.9,1,1,1,111,流失客户
109668,759,1,9.9,1,1,1,111,流失客户
87207,573,2,3008.9,4,2,5,425,重要深耕客户
160150,759,1,9.9,1,1,1,111,流失客户
148856,456,2,16.8,5,2,2,522,重要价值客户
72843,759,1,9.9,1,1,1,111,流失客户
128795,759,1,9.9,1,1,1,111,流失客户
93907,696,2,28.8,2,2,2,222,一般维持客户
138929,759,1,9.0,1,1,1,111,流失客户
164591,759,1,8.9,1,1,1,111,流失客户
121025,759,1,8.9,1,1,1,111,流失客户
121154,759,1,8.6,1,1,1,111,流失客户
123835,575,4,200.5,4,4,3,443,重要深耕客户
55899,759,1,7.9,1,1,1,111,流失客户
164054,462,2,946.8,5,2,4,524,重要价值客户
74366,759,1,7.8,1,1,1,111,流失客户
123103,759,1,7.8,1,1,1,111,流失客户
159975,759,1,6.9,1,1,1,111,流失客户
154644,605,2,131.8,3,2,3,323,潜力客户
131034,620,2,4005.8,3,2,5,325,潜力客户
52102,621,4,124.2,3,4,3,343,重要挽留客户
103129,736,2,3005.3,1,2,5,125,流失客户
77462,759,1,3.9,1,1,1,111,流失客户
72474,759,1,2.9,1,1,1,111,流失客户
141841,759,1,2.9,1,1,1,111,流失客户
64921,759,1,0.5,1,1,1,111,流失客户
158251,759,1,0.5,1,1,1,111,流失客户
59623,759,1,0.5,1,1,1,111,流失客户
84858,605,3,183.4,3,3,3,333,潜力客户
108873,758,1,7288.0,1,1,5,115,流失客户
130273,758,1,4548.0,1,1,5,115,流失客户
92180,758,1,4454.0,1,1,5,115,流失客户
153777,758,1,3999.0,1,1,5,115,流失客户
93276,473,3,6227.0,5,3,5,535,重要价值客户
58262,659,3,4043.9,2,3,5,235,新客户
63348,595,2,4003.2,3,2,5,325,潜力客户
55643,510,2,5925.0,5,2,5,525,重要价值客户
121386,758,1,3899.0,1,1,5,115,流失客户
135482,733,2,7368.0,2,2,5,225,新客户
141024,758,1,3799.0,1,1,5,115,流失客户
143472,509,2,3807.9,5,2,5,525,重要价值客户
160385,758,1,3699.0,1,1,5,115,流失客户
150966,758,1,3598.0,1,1,5,115,流失客户
71689,758,1,3399.0,1,1,5,115,流失客户
66429,758,1,3349.0,1,1,5,115,流失客户
135415,758,1,3344.0,1,1,5,115,流失客户
57213,676,3,3448.5,2,3,5,235,新客户
55083,758,1,3299.0,1,1,5,115,流失客户
54103,758,1,3299.0,1,1,5,115,流失客户
113994,590,2,5298.0,3,2,5,325,潜力客户
130141,470,3,3360.9,5,3,5,535,重要价值客户
123778,675,2,3108.9,2,2,5,225,新客户
60073,654,2,3398.0,2,2,5,225,新客户
96840,758,1,3099.0,1,1,5,115,流失客户
51677,758,1,2999.0,1,1,5,115,流失客户
99476,758,1,2988.0,1,1,5,115,流失客户
133482,541,2,3007.9,4,2,5,425,重要深耕客户
99549,557,3,3737.9,4,3,5,435,重要深耕客户
116286,758,1,2679.0,1,1,5,115,流失客户
89966,606,2,2611.0,3,2,5,325,潜力客户
67866,758,1,2586.0,1,1,5,115,流失客户
103762,758,1,2499.0,1,1,5,115,流失客户
123670,758,1,2499.0,1,1,5,115,流失客户
103852,758,1,2499.0,1,1,5,115,流失客户
149710,484,2,2567.0,5,2,5,525,重要价值客户
118484,758,1,2286.0,1,1,4,114,流失客户
134678,572,2,3377.0,4,2,5,425,重要深耕客户
116467,758,1,2244.0,1,1,4,114,流失客户
77787,488,2,4374.0,5,2,5,525,重要价值客户
122628,650,2,2065.8,3,2,4,324,潜力客户
155965,471,2,2198.0,5,2,4,524,重要价值客户
68053,758,1,1999.0,1,1,4,114,流失客户
69500,758,1,1889.0,1,1,4,114,流失客户
56139,667,2,4558.0,2,2,5,225,新客户
135835,758,1,1599.0,1,1,4,114,流失客户
121365,614,2,4798.0,3,2,5,325,潜力客户
79511,758,1,1398.0,1,1,4,114,流失客户
128014,758,1,1299.0,1,1,4,114,流失客户
124169,510,2,1308.9,5,2,4,524,重要价值客户
82089,758,1,1299.0,1,1,4,114,流失客户
132395,758,1,1268.0,1,1,4,114,流失客户
161095,758,1,1249.0,1,1,4,114,流失客户
102782,603,2,1250.9,3,2,4,324,潜力客户
152322,758,1,1200.0,1,1,4,114,流失客户
151021,487,2,1277.0,5,2,4,524,重要价值客户
122139,496,3,1148.7,5,3,4,534,重要价值客户
58864,694,2,1168.0,2,2,4,224,新客户
121836,519,4,1303.0,4,4,4,444,重要深耕客户
108169,470,2,974.9,5,2,4,524,重要价值客户
63963,758,1,849.0,1,1,4,114,流失客户
113675,574,2,868.9,4,2,4,424,重要深耕客户
159209,758,1,849.0,1,1,4,114,流失客户
143269,758,1,795.0,1,1,4,114,流失客户
51523,758,1,760.0,1,1,4,114,流失客户
123095,700,2,758.0,2,2,4,224,新客户
127217,758,1,699.0,1,1,4,114,流失客户
83769,758,1,645.0,1,1,4,114,流失客户
72625,758,1,399.0,1,1,4,114,流失客户
75875,572,2,406.8,4,2,4,424,重要深耕客户
109925,457,2,525.0,5,2,4,524,重要价值客户
160537,628,2,407.9,3,2,4,324,潜力客户
91183,758,1,349.0,1,1,4,114,流失客户
90148,758,1,349.0,1,1,4,114,流失客户
105568,758,1,299.0,1,1,3,113,流失客户
133973,701,2,316.9,2,2,4,224,新客户
128732,734,2,1998.0,1,2,4,124,流失客户
110990,509,2,308.9,5,2,4,524,重要价值客户
148739,758,1,279.0,1,1,3,113,流失客户
119371,686,3,273.9,2,3,3,233,新客户
136926,758,1,202.0,1,1,3,113,流失客户
137105,758,1,199.0,1,1,3,113,流失客户
109867,758,1,199.0,1,1,3,113,流失客户
56902,758,1,199.0,1,1,3,113,流失客户
128076,552,2,258.0,4,2,3,423,重要深耕客户
94245,758,1,199.0,1,1,3,113,流失客户
70937,575,2,697.0,4,2,4,424,重要深耕客户
113101,758,1,199.0,1,1,3,113,流失客户
97301,619,2,272.8,3,2,3,323,潜力客户
96801,562,2,2559.0,4,2,5,425,重要深耕客户
161783,758,1,169.0,1,1,3,113,流失客户
109248,758,1,159.0,1,1,3,113,流失客户
124507,640,2,1627.0,3,2,4,324,潜力客户
125413,559,4,3569.8,4,4,5,445,重要唤回客户
70564,758,1,119.0,1,1,3,113,流失客户
148816,758,1,119.0,1,1,3,113,流失客户
74736,745,2,131.9,1,2,3,123,流失客户
80173,665,2,397.0,2,2,4,224,新客户
112530,597,2,148.0,3,2,3,323,潜力客户
155288,758,1,109.0,1,1,3,113,流失客户
59614,758,1,99.0,1,1,3,113,流失客户
89835,606,2,110.9,3,2,3,323,潜力客户
111551,691,2,1298.0,2,2,4,224,新客户
131134,510,2,2098.0,5,2,4,524,重要价值客户
158712,589,2,851.3,3,2,4,324,潜力客户
68537,646,2,1175.9,3,2,4,324,潜力客户
129676,758,1,89.9,1,1,3,113,流失客户
158200,750,2,3088.9,1,2,5,125,流失客户
151351,758,1,79.0,1,1,3,113,流失客户
81070,758,1,79.0,1,1,3,113,流失客户
134399,758,1,79.0,1,1,3,113,流失客户
149267,464,2,141.0,5,2,3,523,重要价值客户
68749,758,1,78.0,1,1,3,113,流失客户
157952,685,2,855.0,2,2,4,224,新客户
138081,758,1,75.0,1,1,3,113,流失客户
154204,627,2,610.0,3,2,4,324,潜力客户
154992,758,1,69.0,1,1,3,113,流失客户
155145,758,1,69.0,1,1,3,113,流失客户
111679,758,1,69.0,1,1,3,113,流失客户
82382,758,1,69.0,1,1,3,113,流失客户
57628,610,4,255.8,3,4,3,343,重要挽留客户
161289,758,1,68.0,1,1,3,113,流失客户
66264,550,3,133.0,4,3,3,433,重要深耕客户
97812,758,1,59.0,1,1,2,112,流失客户
126379,758,1,59.0,1,1,2,112,流失客户
74241,758,1,59.0,1,1,2,112,流失客户
133458,758,1,59.0,1,1,2,112,流失客户
107824,562,3,671.9,4,3,4,434,重要深耕客户
65634,758,1,59.0,1,1,2,112,流失客户
108679,490,2,67.6,5,2,3,523,重要价值客户
100681,758,1,55.0,1,1,2,112,流失客户
82381,503,2,65.9,5,2,3,523,重要价值客户
77679,548,2,410.9,4,2,4,424,重要深耕客户
88657,547,3,2349.0,4,3,5,435,重要深耕客户
83368,758,1,49.0,1,1,2,112,流失客户
124604,514,3,127.9,5,3,3,533,重要价值客户
67136,590,3,3763.0,3,3,5,335,重要挽留客户
80745,460,2,48.8,5,2,2,522,重要价值客户
157055,658,2,2627.0,2,2,5,225,新客户
120195,655,2,3738.0,2,2,5,225,新客户
82394,456,5,1284.6,5,4,4,544,重要价值客户
129563,758,1,38.0,1,1,2,112,流失客户
70366,671,2,104.0,2,2,3,223,新客户
70767,758,1,35.8,1,1,2,112,流失客户
108735,754,2,632.9,1,2,4,124,流失客户
144651,737,2,84.9,1,2,3,123,流失客户
151164,640,3,375.6,3,3,4,334,重要挽留客户
66195,553,2,4817.0,4,2,5,425,重要深耕客户
157953,758,1,29.0,1,1,2,112,流失客户
90857,739,2,228.0,1,2,3,123,流失客户
151457,706,2,35.0,2,2,2,222,一般维持客户
56096,689,2,328.0,2,2,4,224,新客户
131628,637,2,3628.0,3,2,5,325,潜力客户
85440,758,1,27.9,1,1,2,112,流失客户
55739,758,1,23.9,1,1,2,112,流失客户
62264,470,3,2699.6,5,3,5,535,重要价值客户
153250,758,1,21.0,1,1,2,112,流失客户
65870,572,4,14904.8,4,4,5,445,重要唤回客户
122180,758,1,19.9,1,1,2,112,流失客户
115012,758,1,19.9,1,1,2,112,流失客户
63134,744,2,2263.9,1,2,4,124,流失客户
129811,758,1,17.9,1,1,2,112,流失客户
65347,597,3,1205.5,3,3,4,334,重要挽留客户
130357,493,2,50.699999999999996,5,2,2,522,重要价值客户
152661,676,2,50.9,2,2,2,222,一般维持客户
95675,758,1,14.0,1,1,1,111,流失客户
80362,694,2,1361.9,2,2,4,224,新客户
90510,758,1,13.9,1,1,1,111,流失客户
72468,560,2,23.700000000000003,4,2,2,422,重要深耕客户
89328,758,1,13.9,1,1,1,111,流失客户
81191,758,1,13.9,1,1,1,111,流失客户
147516,715,2,3612.0,2,2,5,225,新客户
117664,758,1,12.9,1,1,1,111,流失客户
72505,562,3,720.9,4,3,4,434,重要深耕客户
125735,725,2,21.700000000000003,2,2,2,222,一般维持客户
133674,758,1,11.9,1,1,1,111,流失客户
134330,758,1,11.9,1,1,1,111,流失客户
163190,758,1,11.9,1,1,1,111,流失客户
130661,493,3,87.80000000000001,5,3,3,533,重要价值客户
128419,758,1,11.9,1,1,1,111,流失客户
58348,758,1,11.9,1,1,1,111,流失客户
119887,758,1,11.0,1,1,1,111,流失客户
122070,758,1,11.0,1,1,1,111,流失客户
111585,758,1,10.9,1,1,1,111,流失客户
110593,758,1,10.9,1,1,1,111,流失客户
67438,758,1,10.0,1,1,1,111,流失客户
129513,543,2,607.9,4,2,4,424,重要深耕客户
79030,758,1,9.9,1,1,1,111,流失客户
153171,758,1,9.9,1,1,1,111,流失客户
110702,758,1,9.9,1,1,1,111,流失客户
120759,758,1,9.9,1,1,1,111,流失客户
137183,758,1,9.9,1,1,1,111,流失客户
129206,758,1,9.9,1,1,1,111,流失客户
116673,758,1,9.9,1,1,1,111,流失客户
99197,758,1,9.9,1,1,1,111,流失客户
75130,758,1,9.9,1,1,1,111,流失客户
120178,758,1,9.9,1,1,1,111,流失客户
102545,758,1,9.8,1,1,1,111,流失客户
74830,537,3,38.6,4,3,2,432,重要深耕客户
91926,469,4,111.5,5,4,3,543,重要价值客户
93596,758,1,9.0,1,1,1,111,流失客户
85782,758,1,9.0,1,1,1,111,流失客户
62069,758,1,8.9,1,1,1,111,流失客户
112330,544,2,2107.9,4,2,4,424,重要深耕客户
93160,758,1,8.9,1,1,1,111,流失客户
127211,605,2,22.9,3,2,2,322,潜力客户
59166,758,1,8.9,1,1,1,111,流失客户
120713,547,2,86.9,4,2,3,423,重要深耕客户
147711,489,3,3345.0,5,3,5,535,重要价值客户
69915,678,2,54.699999999999996,2,2,2,222,一般维持客户
154944,758,1,7.8,1,1,1,111,流失客户
122287,758,1,6.9,1,1,1,111,流失客户
111583,548,3,91.9,4,3,3,433,重要深耕客户
162868,743,2,67.9,1,2,3,123,流失客户
96191,758,1,6.8,1,1,1,111,流失客户
152383,647,2,20.2,3,2,2,322,潜力客户
75213,758,1,6.3,1,1,1,111,流失客户
139019,703,2,15.0,2,2,2,222,一般维持客户
90355,720,2,23.9,2,2,2,222,一般维持客户
133217,732,2,184.9,2,2,3,223,新客户
94745,758,1,4.2,1,1,1,111,流失客户
130582,758,1,3.9,1,1,1,111,流失客户
152560,758,1,0.5,1,1,1,111,流失客户
160306,548,2,4599.5,4,2,5,425,重要深耕客户
145184,527,2,10.4,4,2,1,421,重要深耕客户
88087,758,1,0.5,1,1,1,111,流失客户
72960,757,1,4899.0,1,1,5,115,流失客户
83648,757,1,4729.0,1,1,5,115,流失客户
159611,572,3,4880.0,4,3,5,435,重要深耕客户
149031,757,1,4599.0,1,1,5,115,流失客户
91035,757,1,4548.0,1,1,5,115,流失客户
60452,757,1,4399.0,1,1,5,115,流失客户
124813,676,3,4055.8,2,3,5,235,新客户
93219,757,1,3899.0,1,1,5,115,流失客户
153654,757,1,3880.0,1,1,5,115,流失客户
55477,757,1,3699.0,1,1,5,115,流失客户
162960,757,1,3698.0,1,1,5,115,流失客户
77790,757,1,3599.0,1,1,5,115,流失客户
62744,757,1,3598.0,1,1,5,115,流失客户
89654,590,2,3228.9,3,2,5,325,潜力客户
62728,757,1,3099.0,1,1,5,115,流失客户
145897,757,1,3099.0,1,1,5,115,流失客户
111832,720,2,3007.9,2,2,5,225,新客户
75186,757,1,2988.0,1,1,5,115,流失客户
141057,479,3,6686.0,5,3,5,535,重要价值客户
55861,757,1,2727.0,1,1,5,115,流失客户
121864,493,2,2718.9,5,2,5,525,重要价值客户
70884,622,3,5787.9,3,3,5,335,重要挽留客户
59021,755,2,2305.3,1,2,5,125,流失客户
108768,467,3,4511.8,5,3,5,535,重要价值客户
142530,757,1,2299.0,1,1,5,115,流失客户
72225,664,3,2904.0,2,3,5,235,新客户
118477,757,1,2286.0,1,1,4,114,流失客户
59937,757,1,2278.0,1,1,4,114,流失客户
55966,584,2,2287.9,3,2,5,325,潜力客户
70122,757,1,2199.0,1,1,4,114,流失客户
117334,618,2,2205.9,3,2,4,324,潜力客户
106689,757,1,1899.0,1,1,4,114,流失客户
156060,726,2,1728.9,2,2,4,224,新客户
83655,752,2,2588.0,1,2,5,125,流失客户
75356,728,2,1513.0,2,2,4,224,新客户
145265,757,1,1499.0,1,1,4,114,流失客户
68433,757,1,1499.0,1,1,4,114,流失客户
134816,757,1,1488.0,1,1,4,114,流失客户
86534,701,2,3643.0,2,2,5,225,新客户
149651,757,1,1299.0,1,1,4,114,流失客户
55208,549,3,1317.8000000000002,4,3,4,434,重要深耕客户
73460,757,1,1288.0,1,1,4,114,流失客户
140228,496,2,1116.9,5,2,4,524,重要价值客户
62847,720,2,1017.8,2,2,4,224,新客户
135725,459,3,1097.9,5,3,4,534,重要价值客户
117579,757,1,760.0,1,1,4,114,流失客户
63821,692,2,792.5,2,2,4,224,新客户
80419,757,1,759.0,1,1,4,114,流失客户
129545,757,1,599.0,1,1,4,114,流失客户
84505,537,3,589.8,4,3,4,434,重要深耕客户
101802,629,2,1768.0,3,2,4,324,潜力客户
139671,757,1,399.0,1,1,4,114,流失客户
139607,757,1,399.0,1,1,4,114,流失客户
112289,757,1,359.0,1,1,4,114,流失客户
69781,757,1,349.0,1,1,4,114,流失客户
102999,704,2,327.79999999999995,2,2,4,224,新客户
160681,610,3,369.9,3,3,4,334,重要挽留客户
162992,757,1,279.0,1,1,3,113,流失客户
88528,757,1,269.0,1,1,3,113,流失客户
144211,567,2,298.0,4,2,3,423,重要深耕客户
62166,757,1,258.0,1,1,3,113,流失客户
97869,757,1,239.0,1,1,3,113,流失客户
60270,541,2,209.9,4,2,3,423,重要深耕客户
123603,634,2,258.0,3,2,3,323,潜力客户
62152,757,1,199.0,1,1,3,113,流失客户
76455,757,1,199.0,1,1,3,113,流失客户
129615,757,1,198.0,1,1,3,113,流失客户
88605,482,2,517.0,5,2,4,524,重要价值客户
142758,757,1,169.0,1,1,3,113,流失客户
68918,757,1,168.0,1,1,3,113,流失客户
158469,757,1,163.0,1,1,3,113,流失客户
